year,league,metric,player_name,rank,playerId,team,file
1973,PL,TA,基 満男,8,player-8,千葉ロッテマリーンズ,public\data\rankings\1973\PL\TA.json
1973,PL,TA__qualified,基 満男,8,player-8,千葉ロッテマリーンズ,public\data\rankings\1973\PL\TA__qualified.json
1973,PL,二塁打,福富 邦夫,6,player-6,千葉ロッテマリーンズ,public\data\rankings\1973\PL\二塁打.json
1973,PL,二塁打_all,福富 邦夫,6,player-6,千葉ロッテマリーンズ,public\data\rankings\1973\PL\二塁打_all.json
1973,PL,単打,東田 正義,29,player-29,千葉ロッテマリーンズ,public\data\rankings\1973\PL\単打.json
1973,PL,単打_all,東田 正義,29,player-29,千葉ロッテマリーンズ,public\data\rankings\1973\PL\単打_all.json
1973,PL,四球,竹之内 雅史,36,player-36,千葉ロッテマリーンズ,public\data\rankings\1973\PL\四球.json
1973,PL,四球_all,竹之内 雅史,36,player-36,千葉ロッテマリーンズ,public\data\rankings\1973\PL\四球_all.json
1973,PL,塁打,東田 正義,29,player-29,埼玉西武ライオンズ,public\data\rankings\1973\PL\塁打.json
1973,PL,塁打_all,東田 正義,29,player-29,埼玉西武ライオンズ,public\data\rankings\1973\PL\塁打_all.json
1973,PL,試合,竹之内 雅史,36,player-36,埼玉西武ライオンズ,public\data\rankings\1973\PL\試合.json
1973,PL,試合_all,竹之内 雅史,36,player-36,埼玉西武ライオンズ,public\data\rankings\1973\PL\試合_all.json
1974,PL,BABIP,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP.json
1974,PL,BABIP,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP.json
1974,PL,BABIP,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP.json
1974,PL,BABIP,竹之内 雅史,24,player-24,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP.json
1974,PL,BABIP__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP__qualified.json
1974,PL,BABIP__qualified,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP__qualified.json
1974,PL,BABIP__qualified,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP__qualified.json
1974,PL,BABIP__qualified,竹之内 雅史,24,player-24,埼玉西武ライオンズ,public\data\rankings\1974\PL\BABIP__qualified.json
1974,PL,GPA,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\GPA.json
1974,PL,GPA,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\GPA.json
1974,PL,GPA__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\GPA__qualified.json
1974,PL,GPA__qualified,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\GPA__qualified.json
1974,PL,K%,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\K%.json
1974,PL,K%__qualified,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\K%__qualified.json
1974,PL,NOI,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\NOI.json
1974,PL,NOI,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\NOI.json
1974,PL,NOI__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\NOI__qualified.json
1974,PL,NOI__qualified,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\NOI__qualified.json
1974,PL,OPS,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\OPS.json
1974,PL,OPS,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\OPS.json
1974,PL,OPS__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\OPS__qualified.json
1974,PL,OPS__qualified,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\OPS__qualified.json
1974,PL,TA,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\TA.json
1974,PL,TA__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\TA__qualified.json
1974,PL,二塁打,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\二塁打.json
1974,PL,二塁打_all,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\二塁打_all.json
1974,PL,出塁率,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\出塁率.json
1974,PL,出塁率__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\出塁率__qualified.json
1974,PL,単打,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\単打.json
1974,PL,単打_all,基 満男,21,player-21,埼玉西武ライオンズ,public\data\rankings\1974\PL\単打_all.json
1974,PL,打率,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\打率.json
1974,PL,打率__qualified,D.ビュフォード,3,player-3,埼玉西武ライオンズ,public\data\rankings\1974\PL\打率__qualified.json
1974,PL,犠飛,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\犠飛.json
1974,PL,犠飛_all,福富 邦夫,12,player-12,埼玉西武ライオンズ,public\data\rankings\1974\PL\犠飛_all.json
1974,PL,長打率,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\長打率.json
1974,PL,長打率__qualified,基 満男,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1974\PL\長打率__qualified.json
1975,PL,BABIP,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP,基 満男,6,player-6,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP,M.アルー,16,player-16,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP,D.ビュフォード,21,player-21,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP,竹之内 雅史,27,player-27,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP,土井 正博,38,player-38,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP.json
1975,PL,BABIP__qualified,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,BABIP__qualified,基 満男,6,player-6,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,BABIP__qualified,M.アルー,16,player-16,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,BABIP__qualified,D.ビュフォード,21,player-21,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,BABIP__qualified,竹之内 雅史,27,player-27,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,BABIP__qualified,土井 正博,38,player-38,埼玉西武ライオンズ,public\data\rankings\1975\PL\BABIP__qualified.json
1975,PL,GPA_all,竹之内 雅史,27,player-27,千葉ロッテマリーンズ,public\data\rankings\1975\PL\GPA_all.json
1975,PL,IsoD_all,D.ビュフォード,21,player-21,千葉ロッテマリーンズ,public\data\rankings\1975\PL\IsoD_all.json
1975,PL,NOI,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\NOI.json
1975,PL,NOI_all,D.ビュフォード,21,player-21,埼玉西武ライオンズ,public\data\rankings\1975\PL\NOI_all.json
1975,PL,NOI__qualified,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\NOI__qualified.json
1975,PL,単打,基 満男,6,player-6,埼玉西武ライオンズ,public\data\rankings\1975\PL\単打.json
1975,PL,単打_all,基 満男,6,player-6,埼玉西武ライオンズ,public\data\rankings\1975\PL\単打_all.json
1975,PL,試合,竹之内 雅史,27,player-27,埼玉西武ライオンズ,public\data\rankings\1975\PL\試合.json
1975,PL,試合_all,竹之内 雅史,27,player-27,埼玉西武ライオンズ,public\data\rankings\1975\PL\試合_all.json
1975,PL,長打率,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\長打率.json
1975,PL,長打率_all,竹之内 雅史,27,player-27,千葉ロッテマリーンズ,public\data\rankings\1975\PL\長打率_all.json
1975,PL,長打率__qualified,白 仁天,4,player-4,埼玉西武ライオンズ,public\data\rankings\1975\PL\長打率__qualified.json
1976,PL,BABIP,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP.json
1976,PL,BABIP,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP.json
1976,PL,BABIP,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP.json
1976,PL,BABIP,土井 正博,31,player-31,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP.json
1976,PL,BABIP__qualified,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP__qualified.json
1976,PL,BABIP__qualified,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP__qualified.json
1976,PL,BABIP__qualified,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP__qualified.json
1976,PL,BABIP__qualified,土井 正博,31,player-31,埼玉西武ライオンズ,public\data\rankings\1976\PL\BABIP__qualified.json
1976,PL,BB_K,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\BB_K.json
1976,PL,BB_K,大田 卓司,28,player-28,千葉ロッテマリーンズ,public\data\rankings\1976\PL\BB_K.json
1976,PL,BB_K__qualified,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\BB_K__qualified.json
1976,PL,BB_K__qualified,大田 卓司,28,player-28,千葉ロッテマリーンズ,public\data\rankings\1976\PL\BB_K__qualified.json
1976,PL,NOI,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\NOI.json
1976,PL,NOI__qualified,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\NOI__qualified.json
1976,PL,OPS,白 仁天,18,player-18,千葉ロッテマリーンズ,public\data\rankings\1976\PL\OPS.json
1976,PL,OPS__qualified,白 仁天,18,player-18,千葉ロッテマリーンズ,public\data\rankings\1976\PL\OPS__qualified.json
1976,PL,SecA_all,大田 卓司,28,player-28,千葉ロッテマリーンズ,public\data\rankings\1976\PL\SecA_all.json
1976,PL,TA_all,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\TA_all.json
1976,PL,三塁打,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\三塁打.json
1976,PL,三塁打_all,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\三塁打_all.json
1976,PL,二塁打,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\二塁打.json
1976,PL,二塁打_all,白 仁天,18,player-18,埼玉西武ライオンズ,public\data\rankings\1976\PL\二塁打_all.json
1976,PL,出塁率,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\出塁率.json
1976,PL,出塁率__qualified,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\出塁率__qualified.json
1976,PL,打率,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\打率.json
1976,PL,打率__qualified,吉岡 悟,2,player-2,埼玉西武ライオンズ,public\data\rankings\1976\PL\打率__qualified.json
1976,PL,試合,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\試合.json
1976,PL,試合_all,大田 卓司,28,player-28,埼玉西武ライオンズ,public\data\rankings\1976\PL\試合_all.json
1977,PL,BABIP,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP.json
1977,PL,BABIP,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP.json
1977,PL,BABIP,竹之内 雅史,30,player-30,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP.json
1977,PL,BABIP,吉岡 悟,32,player-32,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP.json
1977,PL,BABIP,土井 正博,34,player-34,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP.json
1977,PL,BABIP__qualified,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP__qualified.json
1977,PL,BABIP__qualified,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP__qualified.json
1977,PL,BABIP__qualified,竹之内 雅史,30,player-30,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP__qualified.json
1977,PL,BABIP__qualified,吉岡 悟,32,player-32,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP__qualified.json
1977,PL,BABIP__qualified,土井 正博,34,player-34,埼玉西武ライオンズ,public\data\rankings\1977\PL\BABIP__qualified.json
1977,PL,BB_K,竹之内 雅史,30,player-30,千葉ロッテマリーンズ,public\data\rankings\1977\PL\BB_K.json
1977,PL,BB_K__qualified,竹之内 雅史,30,player-30,千葉ロッテマリーンズ,public\data\rankings\1977\PL\BB_K__qualified.json
1977,PL,GPA,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\GPA.json
1977,PL,GPA__qualified,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\GPA__qualified.json
1977,PL,IsoD,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\IsoD.json
1977,PL,IsoD__qualified,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\IsoD__qualified.json
1977,PL,IsoP,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\IsoP.json
1977,PL,IsoP__qualified,R.ハンセン,17,player-17,千葉ロッテマリーンズ,public\data\rankings\1977\PL\IsoP__qualified.json
1977,PL,NOI,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\NOI.json
1977,PL,NOI,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\NOI.json
1977,PL,NOI__qualified,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\NOI__qualified.json
1977,PL,NOI__qualified,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\NOI__qualified.json
1977,PL,SecA,吉岡 悟,32,player-32,千葉ロッテマリーンズ,public\data\rankings\1977\PL\SecA.json
1977,PL,SecA__qualified,吉岡 悟,32,player-32,千葉ロッテマリーンズ,public\data\rankings\1977\PL\SecA__qualified.json
1977,PL,TA,基 満男,11,player-11,千葉ロッテマリーンズ,public\data\rankings\1977\PL\TA.json
1977,PL,TA,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\TA.json
1977,PL,TA__qualified,基 満男,11,player-11,千葉ロッテマリーンズ,public\data\rankings\1977\PL\TA__qualified.json
1977,PL,TA__qualified,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\TA__qualified.json
1977,PL,安打,竹之内 雅史,30,player-30,埼玉西武ライオンズ,public\data\rankings\1977\PL\安打.json
1977,PL,安打_all,竹之内 雅史,30,player-30,埼玉西武ライオンズ,public\data\rankings\1977\PL\安打_all.json
1977,PL,得点,吉岡 悟,32,player-32,埼玉西武ライオンズ,public\data\rankings\1977\PL\得点.json
1977,PL,得点_all,吉岡 悟,32,player-32,埼玉西武ライオンズ,public\data\rankings\1977\PL\得点_all.json
1977,PL,打席,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\打席.json
1977,PL,打席_all,R.ハンセン,17,player-17,埼玉西武ライオンズ,public\data\rankings\1977\PL\打席_all.json
1977,PL,犠打,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\犠打.json
1977,PL,犠打_all,基 満男,11,player-11,埼玉西武ライオンズ,public\data\rankings\1977\PL\犠打_all.json
1977,PL,長打率,吉岡 悟,32,player-32,千葉ロッテマリーンズ,public\data\rankings\1977\PL\長打率.json
1977,PL,長打率__qualified,吉岡 悟,32,player-32,千葉ロッテマリーンズ,public\data\rankings\1977\PL\長打率__qualified.json
1978,CL,BABIP,中塚 政幸,3,player-3,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,高木 由一,8,player-8,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,松原 誠,12,player-12,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,F.ミヤーン,25,player-25,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,山下 大輔,34,player-34,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP,福嶋 久晃,42,player-42,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP.json
1978,CL,BABIP__qualified,中塚 政幸,3,player-3,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,高木 由一,8,player-8,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,松原 誠,12,player-12,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,F.ミヤーン,25,player-25,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,山下 大輔,34,player-34,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BABIP__qualified,福嶋 久晃,42,player-42,横浜ベイスターズ,public\data\rankings\1978\CL\BABIP__qualified.json
1978,CL,BB%_all,山下 大輔,34,player-34,横浜ベイスターズ,public\data\rankings\1978\CL\BB%_all.json
1978,CL,GPA,山下 大輔,34,player-34,横浜DeNAベイスターズ,public\data\rankings\1978\CL\GPA.json
1978,CL,GPA__qualified,山下 大輔,34,player-34,横浜DeNAベイスターズ,public\data\rankings\1978\CL\GPA__qualified.json
1978,CL,IsoP,山下 大輔,34,player-34,横浜ベイスターズ,public\data\rankings\1978\CL\IsoP.json
1978,CL,IsoP_all,田代 富雄,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1978\CL\IsoP_all.json
1978,CL,IsoP__qualified,山下 大輔,34,player-34,横浜ベイスターズ,public\data\rankings\1978\CL\IsoP__qualified.json
1978,CL,RC,高木 由一,8,player-8,横浜ベイスターズ,public\data\rankings\1978\CL\RC.json
1978,CL,RC,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\RC.json
1978,CL,RC_all,高木 由一,8,player-8,横浜ベイスターズ,public\data\rankings\1978\CL\RC_all.json
1978,CL,RC_all,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\RC_all.json
1978,CL,RC__qualified,高木 由一,8,player-8,横浜ベイスターズ,public\data\rankings\1978\CL\RC__qualified.json
1978,CL,RC__qualified,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\RC__qualified.json
1978,CL,TA,高木 由一,8,player-8,横浜DeNAベイスターズ,public\data\rankings\1978\CL\TA.json
1978,CL,TA,田代 富雄,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1978\CL\TA.json
1978,CL,TA__qualified,高木 由一,8,player-8,横浜DeNAベイスターズ,public\data\rankings\1978\CL\TA__qualified.json
1978,CL,TA__qualified,田代 富雄,18,player-18,横浜DeNAベイスターズ,public\data\rankings\1978\CL\TA__qualified.json
1978,CL,出塁率,福嶋 久晃,42,player-42,横浜DeNAベイスターズ,public\data\rankings\1978\CL\出塁率.json
1978,CL,出塁率_all,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\出塁率_all.json
1978,CL,出塁率__qualified,福嶋 久晃,42,player-42,横浜DeNAベイスターズ,public\data\rankings\1978\CL\出塁率__qualified.json
1978,CL,四球,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\四球.json
1978,CL,四球_all,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\四球_all.json
1978,CL,安打,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\安打.json
1978,CL,安打_all,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\安打_all.json
1978,CL,打席,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\打席.json
1978,CL,打席,F.ミヤーン,25,player-25,横浜DeNAベイスターズ,public\data\rankings\1978\CL\打席.json
1978,CL,打席_all,田代 富雄,18,player-18,横浜ベイスターズ,public\data\rankings\1978\CL\打席_all.json
1978,CL,打席_all,F.ミヤーン,25,player-25,横浜DeNAベイスターズ,public\data\rankings\1978\CL\打席_all.json
1978,CL,犠打,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\犠打.json
1978,CL,犠打_all,長崎 啓二,27,player-27,横浜ベイスターズ,public\data\rankings\1978\CL\犠打_all.json
1978,CL,試合,松原 誠,12,player-12,横浜ベイスターズ,public\data\rankings\1978\CL\試合.json
1978,CL,試合_all,松原 誠,12,player-12,横浜ベイスターズ,public\data\rankings\1978\CL\試合_all.json
1978,CL,長打率,高木 由一,8,player-8,横浜DeNAベイスターズ,public\data\rankings\1978\CL\長打率.json
1978,CL,長打率,山下 大輔,34,player-34,横浜DeNAベイスターズ,public\data\rankings\1978\CL\長打率.json
1978,CL,長打率__qualified,高木 由一,8,player-8,横浜DeNAベイスターズ,public\data\rankings\1978\CL\長打率__qualified.json
1978,CL,長打率__qualified,山下 大輔,34,player-34,横浜DeNAベイスターズ,public\data\rankings\1978\CL\長打率__qualified.json
1978,PL,BABIP,立花 義家,9,player-9,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP.json
1978,PL,BABIP,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP.json
1978,PL,BABIP,土井 正博,26,player-26,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP.json
1978,PL,BABIP,W.デービス,28,player-28,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP.json
1978,PL,BABIP,竹之内 雅史,31,player-31,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP.json
1978,PL,BABIP__qualified,立花 義家,9,player-9,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP__qualified.json
1978,PL,BABIP__qualified,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP__qualified.json
1978,PL,BABIP__qualified,土井 正博,26,player-26,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP__qualified.json
1978,PL,BABIP__qualified,W.デービス,28,player-28,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP__qualified.json
1978,PL,BABIP__qualified,竹之内 雅史,31,player-31,埼玉西武ライオンズ,public\data\rankings\1978\PL\BABIP__qualified.json
1978,PL,IsoP_all,竹之内 雅史,31,player-31,千葉ロッテマリーンズ,public\data\rankings\1978\PL\IsoP_all.json
1978,PL,三塁打,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\三塁打.json
1978,PL,三塁打_all,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\三塁打_all.json
1978,PL,単打,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\単打.json
1978,PL,単打_all,真弓 明信,15,player-15,埼玉西武ライオンズ,public\data\rankings\1978\PL\単打_all.json
1978,PL,長打率_all,W.デービス,28,player-28,千葉ロッテマリーンズ,public\data\rankings\1978\PL\長打率_all.json
1979,CL,BABIP,F.ミヤーン,2,player-2,横浜ベイスターズ,public\data\rankings\1979\CL\BABIP.json
1979,CL,BABIP,長崎 啓二,4,player-4,横浜ベイスターズ,public\data\rankings\1979\CL\BABIP.json
1979,CL,BABIP,基 満男,6,player-6,横浜ベイスターズ,public\data\rankings\1979\CL\BABIP.json
1979,CL,BABIP,中塚 政幸,9,player-9,横浜ベイスターズ,public\data\rankings\1979\CL\BABIP.json
